App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Is_Free,Rating_Category,Install_Category,Size_Category
Filters for B Live,BEAUTY,0.41600597381158794,-0.1585745479429994,-0.1428800531576718,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Beauty,"May 14, 2018",1.1.0,4.0 and up,Free,Excellent,High,Medium
Facial Wrinkle Reduction,BEAUTY,0.7798213053673895,-0.1597766437617525,-0.17447114656647628,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Beauty,"July 2, 2018",1.5,4.1 and up,Free,Excellent,Medium,Medium
Makeup Videos,BEAUTY,-0.6754400208558216,-0.15987700958631443,-0.35980556123146257,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Beauty,"June 7, 2018",1.0,4.0 and up,Free,Good,Medium,Small
Discover Color,BEAUTY,-0.3116246893000184,-0.1596734103422031,-0.3282144678226581,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Beauty,"May 24, 2018",1.1,4.0.3 and up,Free,Good,Medium,Small
Eyeliner step by step 2018,BEAUTY,0.23409830803368553,-0.15987184791533696,-0.36191163412538285,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Beauty,"June 1, 2018",1.2.13,4.0.3 and up,Free,Excellent,Medium,Small
Dresses Ideas & Fashions +3000,BEAUTY,0.5979136395894887,-0.15961089677147594,-0.3092598117773754,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Beauty,"March 1, 2017",1.0.2.0,1.6 and up,Free,Excellent,Medium,Small
Step By Step Hairstyles For Women,BEAUTY,-0.1297170235221176,-0.1598443190034571,-0.36507074346626334,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Beauty,"April 5, 2018",3.1.89,4.0.3 and up,Free,Excellent,Medium,Small
Rainbow Camera,BEAUTY,-0.8573476866337223,-0.15766207921798217,-0.1534104176272733,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Beauty,"July 30, 2018",2.2.0,4.0 and up,Free,Good,High,Medium
Methods of teeth whitening,BEAUTY,0.9617289711452919,-0.15973477687493523,-0.34716912386794074,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Beauty,"August 7, 2017",1.0,4.0.3 and up,Free,Excellent,Medium,Small
Girls hairstyles 2018,BEAUTY,0.05219064225578477,-0.1598466130794471,-0.362964670572343,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Beauty,"May 28, 2018",1.9.2,4.0.3 and up,Free,Excellent,Medium,Small
E-Book Read - Read Book for free,BOOKS_AND_REFERENCE,0.5979136395894887,-0.15881714647894052,-0.3440100145270603,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Books & Reference,"August 3, 2018",1.3.2,4.4 and up,Free,Excellent,Medium,Small
Download free book with green book,BOOKS_AND_REFERENCE,0.7798213053673895,-0.15731395318650165,-0.29557033796689347,-0.1668084844994257,Free,-0.06305416804317218,Everyone 10+,Books & Reference,"July 31, 2017",1.1,4.0 and up,Free,Excellent,Medium,Small
Free Panda Radio Music,BOOKS_AND_REFERENCE,0.5979136395894887,-0.15964244031633826,-0.3513812696557813,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Books & Reference,"March 27, 2018",2.1,4.1 and up,Free,Excellent,Medium,Small
Book store,BOOKS_AND_REFERENCE,0.41600597381158794,-0.14698602307958109,-0.3387448322922596,-0.14737176339321123,Free,-0.06305416804317218,Teen,Books & Reference,"June 6, 2018",3.2.1,4.0 and up,Free,Excellent,High,Small
English Grammar Complete Handbook,BOOKS_AND_REFERENCE,0.7798213053673895,-0.1590591714958841,-0.3661237799132235,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Books & Reference,"January 21, 2018",1.0,4.0 and up,Free,Excellent,High,Small
Free Books - Spirit Fanfiction and Stories,BOOKS_AND_REFERENCE,1.1436366369231927,-0.09306319341594377,-0.34295697808010017,-0.14737176339321123,Free,-0.06305416804317218,Teen,Books & Reference,"August 1, 2018",2.0.075,4.0.3 and up,Free,Excellent,High,Small
AlReader -any text book reader,BOOKS_AND_REFERENCE,0.7798213053673895,-0.10799705459176036,-0.33347965005745883,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Books & Reference,"May 27, 2018",1.911805270,2.3 and up,Free,Excellent,High,Small
Offline English Dictionary,BOOKS_AND_REFERENCE,0.05219064225578477,-0.15938894491944472,-0.25871406232328825,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Books & Reference,"July 17, 2018",1.0,4.0.3 and up,Free,Excellent,Medium,Medium
Oxford Dictionary of English : Free,BOOKS_AND_REFERENCE,-0.1297170235221176,0.048840891577672414,-0.320843212693937,0.04699544766893367,Free,-0.06305416804317218,Everyone,Books & Reference,"July 11, 2018",9.1.363,4.1 and up,Free,Excellent,High,Small
Offline: English to Tagalog Dictionary,BOOKS_AND_REFERENCE,0.9617289711452919,-0.15932757838671258,-0.32505535848177763,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Books & Reference,"August 4, 2018",1.1.6,4.0.3 and up,Free,Excellent,High,Small
FamilySearch Tree,BOOKS_AND_REFERENCE,0.23409830803368553,-0.14984214768711465,-0.21659260444488226,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Books & Reference,"July 20, 2018",2.3.18,4.1 and up,Free,Excellent,High,Medium
Cloud of Books,BOOKS_AND_REFERENCE,-1.5849783497453287,-0.15881427888395303,-0.19553187550567927,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Books & Reference,"April 27, 2018",2.2.5,4.1 and up,Free,Good,High,Medium
Recipes of Prophetic Medicine for free,BOOKS_AND_REFERENCE,0.7798213053673895,-0.15868695766650875,-0.32505535848177763,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Books & Reference,"May 17, 2018",15.0,2.3 and up,Free,Excellent,High,Small
ReadEra – free ebook reader,BOOKS_AND_REFERENCE,1.1436366369231927,-0.13275300211870544,-0.17447114656647628,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Books & Reference,"June 2, 2018",18.05.31+530,4.1 and up,Free,Excellent,High,Medium
Ebook Reader,BOOKS_AND_REFERENCE,-0.1297170235221176,-0.1106501534741801,-0.005985315052852403,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Books & Reference,"June 25, 2018",5.0.6,4.0 and up,Free,Excellent,High,Large
Litnet - E-books,BOOKS_AND_REFERENCE,0.7798213053673895,-0.1553909439878952,-0.23765333338408526,-0.1668084844994257,Free,-0.06305416804317218,Teen,Books & Reference,"July 4, 2018",1.2.3,4.0 and up,Free,Excellent,Medium,Medium
Read books online,BOOKS_AND_REFERENCE,-0.1297170235221176,-0.10733922830163165,-0.1534104176272733,-0.06098633625448016,Free,-0.06305416804317218,Mature 17+,Books & Reference,"June 29, 2018",3.12,4.1 and up,Free,Excellent,High,Medium
English to Urdu Dictionary,BOOKS_AND_REFERENCE,0.7798213053673895,-0.15723251348885714,-0.19553187550567927,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Books & Reference,"November 23, 2017",2.0,4.0.3 and up,Free,Excellent,High,Medium
eBoox: book reader fb2 epub zip,BOOKS_AND_REFERENCE,0.9617289711452919,-0.14764556992670227,-0.1534104176272733,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Books & Reference,"June 20, 2018",1.28,3.0 and up,Free,Excellent,High,Medium
English Persian Dictionary,BOOKS_AND_REFERENCE,0.5979136395894887,-0.14446884819956807,0.37310780585280134,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Books & Reference,"August 1, 2018",6.0.8,4.0.3 and up,Free,Excellent,High,Large
Flybook,BOOKS_AND_REFERENCE,-0.49353235507792,-0.15886245447974276,-0.3440100145270603,-0.1581699417855526,Free,-0.06305416804317218,Mature 17+,Books & Reference,"October 16, 2014",1.0.3,2.1 and up,Free,Good,High,Small
All Maths Formulas,BOOKS_AND_REFERENCE,0.41600597381158794,-0.15832850829307332,-0.3240023220348175,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Books & Reference,"July 11, 2018",1.9,4.4 and up,Free,Excellent,High,Small
English translation from Bengali,BOOKS_AND_REFERENCE,0.5979136395894887,-0.15957992674561114,-0.36507074346626334,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Books & Reference,"March 31, 2018",14.0,4.0 and up,Free,Excellent,Medium,Small
Pdf Book Download - Read Pdf Book,BOOKS_AND_REFERENCE,0.41600597381158794,-0.15912397914260126,-0.3587525247845024,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Books & Reference,"May 28, 2018",6.0,4.0.3 and up,Free,Excellent,Medium,Small
Free Book Reader,BOOKS_AND_REFERENCE,-1.403070683967427,-0.15891865934149743,-0.35348734254970166,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Books & Reference,"August 20, 2016",3.05,4.0.3 and up,Free,Good,Medium,Small
eBoox new: Reader for fb2 epub zip books,BOOKS_AND_REFERENCE,1.325544302701095,-0.15831130272314842,-0.17447114656647628,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Books & Reference,"July 17, 2018",2.0,3.0 and up,Free,Excellent,Medium,Medium
"Only 30 days in English, the guideline is guaranteed",BOOKS_AND_REFERENCE,0.7798213053673895,-0.1592713735249579,-0.37138896214802425,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Books & Reference,"June 16, 2018",1.5,3.0 and up,Free,Excellent,High,Small
English-Myanmar Dictionary,BOOKS_AND_REFERENCE,0.41600597381158794,-0.15484208630729088,-0.2903051557320927,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Books & Reference,"July 28, 2018",2.5.3,4.0 and up,Free,Excellent,High,Small
Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,0.41600597381158794,-0.13047842577463353,-0.3313735771635385,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Books & Reference,"July 19, 2018",7.0.4.6,4.2 and up,Free,Excellent,High,Small
All Language Translator Free,BOOKS_AND_REFERENCE,0.41600597381158794,-0.1426163818376537,-0.3734950350419445,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Books & Reference,"July 29, 2018",1.15,4.0.3 and up,Free,Excellent,High,Small
Azpen eReader,BOOKS_AND_REFERENCE,-1.2211630181895254,-0.1597927022936824,0.04666650729515506,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Books & Reference,"February 15, 2018",3.1.7.9,2.2 and up,Free,Good,High,Large
English Dictionary - Offline,BOOKS_AND_REFERENCE,0.41600597381158794,0.03577784937169006,-0.07969786634006286,0.04699544766893367,Free,-0.06305416804317218,Everyone 10+,Books & Reference,"March 20, 2018",3.9.1,4.2 and up,Free,Excellent,High,Medium
ADP Mobile Solutions,BUSINESS,0.23409830803368553,-0.11102695545553544,-0.09022823080966434,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Business,"July 17, 2018",3.4.2,5.0 and up,Free,Excellent,High,Medium
OfficeSuite : Free Office + PDF Editor,BUSINESS,0.23409830803368553,0.4152776640912469,-0.027046043992055388,1.9906675582903826,Free,-0.06305416804317218,Everyone,Business,"August 2, 2018",9.7.14188,4.1 and up,Free,Excellent,High,Large
USPS MOBILE®,BUSINESS,-0.49353235507792,-0.15036806460781912,-0.29978248375473404,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"June 14, 2018",4.9.10,4.0.3 and up,Free,Good,High,Small
Job Search by ZipRecruiter,BUSINESS,1.1436366369231927,-0.07445938417514579,-0.13234968868807032,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"July 19, 2018",5.2.8,5.0 and up,Free,Excellent,High,Medium
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,0.5979136395894887,-0.1573254235664516,-0.35454037899666185,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Business,"July 8, 2018",3.3,4.1 and up,Free,Excellent,High,Small
Google Primer,BUSINESS,0.41600597381158794,-0.12416799624517734,-0.20606223997528075,0.04699544766893367,Free,-0.06305416804317218,Everyone,Business,"June 26, 2018",3.550.2,4.1 and up,Free,Excellent,High,Medium
Alba Heaven - Alvarez Job Portal Services,BUSINESS,-0.3116246893000184,-0.1547543379006739,-0.26924442679288974,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Business,"July 31, 2018",4.6.30,4.0.3 and up,Free,Good,High,Medium
SuperLivePro,BUSINESS,0.23409830803368553,-0.1332978451663273,-0.17447114656647628,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"April 13, 2016",2.8,1.5 and up,Free,Excellent,High,Medium
Polaris Office for LG,BUSINESS,0.05219064225578477,-0.14219083074151115,0.18356124539997448,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Business,"February 8, 2018",7.3.21,4.1 and up,Free,Excellent,High,Large
Call Blocker,BUSINESS,0.7798213053673895,-0.05157827025101742,-0.36191163412538285,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Business,"June 21, 2018",1.1.13,4.0 and up,Free,Excellent,High,Small
Plugin:AOT v5.0,BUSINESS,-1.948793681301131,-0.1575685956213902,-0.1534104176272733,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Business,"September 11, 2015",3.0.1.11 (Build 311),2.2 and up,Free,Good,Medium,Medium
Kariyer.net,BUSINESS,-0.49353235507792,-0.13352094405635354,-0.22712296891448375,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"July 18, 2018",5.1.5,4.1 and up,Free,Good,High,Medium
Become a Job - Find a job or advertise,BUSINESS,-0.1297170235221176,-0.15592316961757216,-0.24818369785368674,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"July 10, 2018",2.3.6,4.1 and up,Free,Excellent,High,Medium
ZOOM Cloud Meetings,BUSINESS,0.41600597381158794,-0.1417509416704312,-0.005985315052852403,0.04699544766893367,Free,-0.06305416804317218,Everyone,Business,"July 20, 2018",4.1.28165.0716,4.0 and up,Free,Excellent,High,Large
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,0.5979136395894887,-0.04095038970840605,-0.2797747912624912,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Business,"August 2, 2018",12.2.4,4.0 and up,Free,Excellent,High,Medium
ViettelPost express delivery,BUSINESS,0.41600597381158794,-0.15917961048535842,-0.13234968868807032,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Business,"August 1, 2018",1.0.6.8,4.1 and up,Free,Excellent,Medium,Medium
MyASUS - Service Center,BUSINESS,0.41600597381158794,0.058535083192359144,-0.3187371398000167,0.04699544766893367,Free,-0.06305416804317218,Everyone,Business,"July 4, 2018",3.4.5,4.2 and up,Free,Excellent,High,Small
Job Korea - Career Jobs,BUSINESS,0.23409830803368553,-0.15380286988382685,-0.3271614313756979,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"August 1, 2018",2.5.6,4.0 and up,Free,Excellent,High,Small
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,0.41600597381158794,-0.11723587212243472,-0.13234968868807032,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"July 27, 2018",1.12.5,4.0 and up,Free,Excellent,High,Medium
Myanmar 2D/3D,BUSINESS,0.7798213053673895,-0.1594107386413496,-0.362964670572343,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Business,"June 8, 2018",1.5,4.0.3 and up,Free,Excellent,Medium,Small
sABN,BUSINESS,0.41600597381158794,-0.15857053331001694,-0.3798132537237054,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"March 26, 2018",4.9,2.2 and up,Free,Excellent,High,Small
ATI Cargoes and Transportation,BUSINESS,0.9617289711452919,-0.15749518518971062,-0.31663106690609644,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Business,"July 24, 2018",0.9.4,4.0.3 and up,Free,Excellent,Medium,Small
Secure Folder,BUSINESS,-0.6754400208558216,-0.15141703085424058,-0.3050476659895348,0.9108497190562442,Free,-0.06305416804317218,Everyone,Business,"January 31, 2018",1.1.07.6,7.0 and up,Free,Good,High,Small
Tiny Scanner - PDF Scanner App,BUSINESS,0.9617289711452919,0.004658708567519074,0.015075413886350583,0.04699544766893367,Free,-0.06305416804317218,Everyone,Business,"May 30, 2017",1.2.6,3.0 and up,Free,Excellent,High,Large
Fast Scanner : Free PDF Scan,BUSINESS,0.5979136395894887,-0.1003767076720217,-0.24818369785368674,0.04699544766893367,Free,-0.06305416804317218,Everyone,Business,"July 11, 2018",3.9.2,4.1 and up,Free,Excellent,High,Medium
Mobile Doc Scanner (MDScan) Lite,BUSINESS,0.05219064225578477,-0.1332106702787078,-0.19553187550567927,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"August 2, 2018",3.4.49,4.1 and up,Free,Excellent,High,Medium
TurboScan: scan documents and receipts in PDF,BUSINESS,0.9617289711452919,-0.15331996688793464,-0.3240023220348175,-0.1668084844994257,Paid,0.21873037195765058,Everyone,Business,"March 25, 2018",1.5.2,4.0 and up,Paid,Excellent,Medium,Small
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,1.1436366369231927,-0.15397779317806334,0.015075413886350583,-0.1668084844994257,Paid,0.21873037195765058,Everyone,Business,"April 11, 2017",3.4.6,3.0 and up,Paid,Excellent,Medium,Large
Zenefits,BUSINESS,0.05219064225578477,-0.15971240963403285,-0.24818369785368674,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Business,"June 15, 2018",3.2.1,4.1 and up,Free,Excellent,Medium,Medium
Google Ads,BUSINESS,0.23409830803368553,-0.1430706088836711,-0.1850015110360778,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,Free,Excellent,High,Medium
FreshBooks Classic,BUSINESS,-0.1297170235221176,-0.15884869002380284,-0.12181932421846882,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Business,"April 18, 2018",1.7.14,4.2 and up,Free,Excellent,Medium,Medium
Insightly CRM,BUSINESS,-0.6754400208558216,-0.15908899448375396,0.1414397875215685,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Business,"July 12, 2018",3.24.1,5.0 and up,Free,Good,Medium,Large
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,0.23409830803368553,-0.14659086849030584,0.036136142825553566,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"July 13, 2018",18.7,4.1 and up,Free,Excellent,High,Large
HipChat - Chat Built for Teams,BUSINESS,-0.6754400208558216,-0.15651676177998125,-0.1850015110360778,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Business,"July 3, 2018",3.19.005,4.1 and up,Free,Good,High,Medium
"MailChimp - Email, Marketing Automation",BUSINESS,-0.1297170235221176,-0.15675763975892987,-0.26924442679288974,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Business,"July 25, 2018",4.9.1,5.0 and up,Free,Excellent,High,Medium
Crew - Free Messaging and Scheduling,BUSINESS,0.7798213053673895,-0.1574969057467031,0.10984869411276402,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Business,"July 20, 2018",6.1.2,4.0.3 and up,Free,Excellent,High,Large
Asana: organize team projects,BUSINESS,0.23409830803368553,-0.14794437332439805,-0.2903051557320927,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"July 26, 2018",6.4.4,5.0 and up,Free,Excellent,High,Small
Google Analytics,BUSINESS,0.5979136395894887,-0.11476801987620641,-0.1639407820968748,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"February 13, 2018",3.7.5,4.4 and up,Free,Excellent,High,Medium
AdWords Express,BUSINESS,-0.1297170235221176,-0.15578208394418797,-0.2797747912624912,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"July 31, 2018",2.6.158,4.0 and up,Free,Excellent,High,Medium
Accounting App - Zoho Books,BUSINESS,0.5979136395894887,-0.15811630626399956,-0.30610070243649495,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Business,"August 2, 2018",5.20.7,4.1 and up,Free,Excellent,Medium,Small
Invoice & Time Tracking - Zoho,BUSINESS,0.7798213053673895,-0.15655576107181102,-0.3050476659895348,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Business,"August 2, 2018",5.20.7,4.1 and up,Free,Excellent,Medium,Small
Invoice 2go — Professional Invoices and Estimates,BUSINESS,0.05219064225578477,-0.15046384228040108,-0.10075859527926584,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"August 1, 2018",10.46.2,4.1 and up,Free,Excellent,High,Medium
Cisco Webex Meetings,BUSINESS,0.41600597381158794,-0.09751714195050315,-0.10075859527926584,0.04699544766893367,Free,-0.06305416804317218,Everyone,Business,"July 20, 2018",11.1.0,4.3 and up,Free,Excellent,High,Medium
